cnv	ratio	entropy	outcome
22.9361824573321	0.6215	3.15556501332972	1
54.7531081977278	3.8125	3.6059469046577	1
47.8171037841611	2.3219	3.57199850491709	1
23.2045789473097	2.2224	3.61581759467593	1
58.4896620744121	2.6245	3.8502090290999	1
36.0278986044383	1.9819	3.8755142777186	1
10.456088655329	2.6245	4.00919623428188	1
3.79041780486513	1.7162	3.44286216515547	1
72.5740466489448	3.0704	3.81692479009944	1
62.867552479018	2.0356	3.69643934467102	1
18.0251441958512	2.9143	4.26490664933879	1
4.17151987767468	2.1699	3.17512313511346	1
18.6027311248579	2.558	3.66408749868089	1
38.816152156861	2.8413	3.24852932712858	1
46.2122652953327	3.4463	3.96534935668151	1
19.8575467176316	3.3814	4.145149920338	1
5.94047436482486	1.4854	3.4541684103574	1
57.8295997720125	2.7304	3.58072017744263	1
56.3247391156193	3.1405	3.86086813326763	1
59.6866711458575	2.3785	3.66927507071071	1
42.8328667811494	2.9449	3.22266966724254	1
68.9831419361252	2.4594	3.74741290968369	1
44.5322226649325	2.0845	3.82990226396741	1
35.5231764155208	3.0589	3.93429529689232	1
0.91115023057008	2.2224	1.14011567851461	1
64.8766231212251	2.3999	4.05527993982686	1
1.73835481656052	0.7655	2.17742128382936	1
55.6724081585962	3.4594	3.79975694352206	1
39.5846740820598	1.926	3.19161164175138	1
57.7907348023044	1.2801	3.03063906222957	1
43.0667166216899	2.8875	3.95119436308322	1
51.950311638682	1.7776	3.88632374872913	1
4.28985552122863	2.8745	2.09998573290173	1
10.5863415477147	0.8745	2.92192809488736	1
63.9472140832631	3.6439	3.85303725793904	1
46.8756502899935	2.9131	4.04200037368584	1
52.1711334990925	3.1699	3.69281919200606	1
42.5612004645822	2.1876	3.82507052036418	1
3.04209521229342	1.585	2.75	1
46.1859702006995	2.4594	3.72640976555739	1
50.7797518808002	2.7625	3.93261971514107	1
69.7400214962129	2.9861	3.84360490629019	1
70.0281229036192	1.75	3.84008325197211	1
2.01952859458791	0.585	2.32192809488736	1
3.83278988827214	2	3.27761343681912	1
36.3520873369926	1.9069	2.75343438618878	1
42.5602194635086	2.5443	3.64154344540533	1
12.5102044569786	2.2768	3.53010044900238	1
51.2145210519028	2.5146	3.61567361684267	1
4.32175500220314	1.585	3.23592635062903	1
7.02671651619296	0.5305	2.58496250072116	1
74.24077244326	1.8413	3.77526630466224	1
50.6811443603132	1.9386	3.41308843642576	1
60.5789815850753	3.3586	4.24565343450564	1
7.67325847164425	2.5025	3.03063906222957	1
67.1970202200816	2.8443	3.52378758704197	1
52.5878522794942	2.8625	3.20104923331826	1
44.5968497032843	2.7004	3.80750351633122	1
65.5116799163494	3.2453	3.81872791461835	1
33.9545167676979	2.4594	3.61672929667217	1
7.56263477599956	1.6781	2.78989809546429	1
43.1119168147586	1.3923	3.28418371977919	1
38.5959930891777	1.9668	3.3808791875951	1
23.2023801145052	1.9773	3.61131919802911	1
68.748254955831	3.3999	4.00859330404838	1
30.9518638599066	1.8074	3.68418371977919	1
31.3569047465686	2.585	3.49953356229684	1
7.41171275954888	0.4594	2.37495894770256	1
54.4719267779956	2.585	3.97472449722696	1
53.0413106453133	2.9386	3.58992910710641	1
34.0147566469698	3.4768	4.10442227029894	1
64.4090008326967	2.406	3.63585805590472	1
87.0721446363421	1.4475	3.67155437593562	1
55.9732273501333	1.7776	3.25750041350207	1
13.1877181016617	2.3458	3.53033159867238	1
15.7517364502309	3	3.09582081121149	1
34.783416610933	2.237	3.63204882778696	1
19.9031557321919	1.5146	3.39189264468093	1
0.340303399778322	1	2.64160416786859	1
59.4335351104427	2	3.96940813967726	1
38.9051471861931	2.3219	3.68208619288838	1
67.8306647545762	2	3.5013978254341	1
9.2409412698166	2.7004	2.58496250072116	1
72.8003886169504	2.4406	4.12121924383191	1
50.595385509115	3.1468	3.8551582851948	1
62.5988934824049	3.6699	4.02254153157762	1
44.4238734901741	2.2854	4.02243065640766	1
55.0303456781723	2.5699	3.12161439849336	1
53.9238961843031	2.4594	3.88295226785745	1
38.9297794136172	1.237	2.75582695224609	1
33.9838294813194	2.1926	3.45721656985247	1
49.9387851087482	3.2767	4.14619498158634	1
8.52975035789341	2.4594	3.34469837515971	1
68.3772210607205	2.5265	3.91611266351916	1
39.7536071507525	1.6245	3.41732544783673	1
22.655500773099	2.7866	4.14194128259348	1
66.3165597286844	2.3489	3.77743825121874	1
3.15830772435542	2.4594	3.40398944648526	1
51.1712486336806	1.3536	3.66353275480425	1
5.20635100638378	1.0614	3.67716691641109	1
50.6829165026989	1	2.71929452566698	1
59.0061039125335	3.3391	3.53467388915976	1
65.3377290983243	2.237	3.64031953111478	1
65.9515252451507	3.2854	3.1422429757856	1
25.1121156908442	2.122	3.91443668462666	1
59.483637708861	2.4555	3.63541440633293	1
7.43245491375588	1.8365	3.20914791702724	1
41.4559178546493	1.6439	3.31977383502948	1
18.0929993978508	4.2479	3.43884633709923	1
75.9112682449047	3.4094	4.182022745127	1
14.9928819180706	3.7866	2.79130158408243	1
1.4544830704196	1.8745	0.970950594454669	1
64.9984153760189	3.2977	3.67898885047208	1
67.3444444693526	2.415	3.85781000142542	1
4.89449424925243	3.3923	3.30869496956284	1
34.3220114361622	4.2261	3.39920518482732	1
41.195304828151	1.7162	3.56640414268314	1
41.7730999136799	3.2928	4.17582708864106	1
37.2691920504049	0.5564	3.31803033586421	1
60.0048856447784	3.5131	4.00357777921809	1
25.8050822424655	2.8074	3.11903483454198	1
29.6834506219382	0.585	2.66353275480425	1
13.86239594277	1	2.32192809488736	1
33.7978700895995	2	3.32323142879762	1
26.8290385221031	1.7776	3.17054389176294	1
33.9652963436579	2.1346	3.56072141606679	1
0.588998254332959	2.9069	2.29882524500305	1
